# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
pgxl1;59;1444144639;eth0;106.56;59.22;655.18;4.91;0.00;0.00;0.00
pgxl1;59;1444144639;lo;9.98;9.98;2.41;2.41;0.00;0.00;0.00
pgxl1;60;1444144699;eth0;1597.71;910.80;9419.00;60.08;0.00;0.00;0.00
pgxl1;60;1444144699;lo;9.23;9.23;2.01;2.01;0.00;0.00;0.00
pgxl1;60;1444144759;eth0;1546.06;639.41;8752.47;41.88;0.00;0.00;0.00
pgxl1;60;1444144759;lo;6.46;6.46;1.29;1.29;0.00;0.00;0.00
pgxl1;60;1444144819;eth0;1196.23;531.28;7963.18;34.79;0.00;0.00;0.00
pgxl1;60;1444144819;lo;6.20;6.20;1.47;1.47;0.00;0.00;0.00
pgxl1;59;1444144879;eth0;816.95;694.30;7086.36;46.42;0.00;0.00;0.00
pgxl1;59;1444144879;lo;7.58;7.58;1.52;1.52;0.00;0.00;0.00
pgxl1;60;1444144939;eth0;1362.61;1157.38;12375.40;75.05;0.00;0.00;0.00
pgxl1;60;1444144939;lo;8.48;8.48;1.49;1.49;0.00;0.00;0.00
pgxl1;60;1444144999;eth0;956.42;812.57;9517.79;53.22;0.00;0.00;0.00
pgxl1;60;1444144999;lo;6.41;6.41;1.20;1.20;0.00;0.00;0.00
pgxl1;60;1444145059;eth0;1797.62;1466.54;15804.33;94.96;0.00;0.00;0.00
pgxl1;60;1444145059;lo;4.71;4.71;0.94;0.94;0.00;0.00;0.00
pgxl1;60;1444145119;eth0;1734.64;1440.96;15234.14;93.31;0.00;0.00;0.00
pgxl1;60;1444145119;lo;4.79;4.79;0.95;0.95;0.00;0.00;0.00
pgxl1;60;1444145179;eth0;1262.11;1022.18;10872.00;66.35;0.00;0.00;0.00
pgxl1;60;1444145179;lo;5.73;5.73;1.13;1.13;0.00;0.00;0.00
pgxl1;60;1444145239;eth0;2.18;1.90;0.24;0.60;0.00;0.00;0.00
pgxl1;60;1444145239;lo;6.14;6.14;1.31;1.31;0.00;0.00;0.00
pgxl1;60;1444145299;eth0;1.78;1.67;0.19;0.57;0.00;0.00;0.00
pgxl1;60;1444145299;lo;6.24;6.24;1.19;1.19;0.00;0.00;0.00
pgxl1;60;1444145359;eth0;1.87;1.72;0.19;0.56;0.00;0.00;0.00
pgxl1;60;1444145359;lo;4.22;4.22;0.97;0.97;0.00;0.00;0.00
pgxl1;60;1444145419;eth0;2.12;1.68;0.20;0.52;0.00;0.00;0.00
pgxl1;60;1444145419;lo;4.64;4.64;1.00;1.00;0.00;0.00;0.00
