Linux 3.16.0-38-generic (pgxl) 	10/06/2015 	_x86_64_	(4 CPU)

11:38:44 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:39:44 AM     all     52.01      0.12     14.46     26.32      0.00      7.08
11:40:44 AM     all     44.90      0.00     11.91     32.12      0.00     11.06
11:41:44 AM     all     51.81      0.01     14.57     19.40      0.00     14.22
11:42:44 AM     all     49.88      0.00     14.63     19.43      0.00     16.06
11:43:44 AM     all     53.36      0.00     13.05     19.64      0.00     13.96
11:44:44 AM     all     53.63      0.00     14.04     22.55      0.00      9.78
11:45:44 AM     all     61.89      0.03     11.16     14.44      0.00     12.48
11:46:44 AM     all     56.71      0.11     11.99     18.82      0.00     12.38
