ctime,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,65,0,402,4060,22979,1867,0,0,0
946684800,6,1348,13,16738515,8391574,591929011,46407249,44119428,29,37135
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,67,0,433,4104,23981,1878,0,0,0
946684800,12,1482,16,17953129,9248812,647085847,51461551,44153459,31,74989
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,69,0,464,4148,24983,1889,0,0,0
946684800,13,1616,19,19778684,9812729,717716650,60864201,44174354,36,111891
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,71,0,495,4192,25985,1900,0,0,0
946684800,11,1719,25,21895106,11697398,753440801,76084639,44174357,39,111891
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,73,0,526,4236,26987,1911,0,0,0
946684800,13,1814,29,23485103,12840639,802576669,83616659,44174363,41,111891
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,75,0,557,4280,27989,1922,0,0,0
946684800,10,1900,29,25839484,12879785,846537161,99466683,44174366,44,111891
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,77,0,588,4324,28991,1933,0,0,0
946684800,11,1977,36,27424619,13652681,894425041,108978268,44174368,47,111891
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,79,0,619,4368,29993,1944,0,0,0
946684800,10,2109,42,28792043,15158454,922397413,112532952,44174373,52,111891
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,81,0,650,4412,30995,1955,0,0,0
946684800,13,2186,46,30283842,16180064,990781516,114295616,44174374,53,111891
