# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
pgxl2;59;1444145546;60007.94;30555.77;12061.87;16.25;30460.19;16145.40;4342.88;19733.24;96.31
pgxl2;59;1444145606;62181.05;596.67;11750.90;29.41;20380.61;13798.93;1072.34;14283.40;96.05
pgxl2;60;1444145666;121504.63;2234.39;16301.48;9.75;46920.49;24332.92;11563.83;34892.57;97.20
pgxl2;59;1444145726;108464.60;24816.12;8247.79;28.17;41503.35;31075.48;1908.52;29423.22;89.20
pgxl2;59;1444145786;87914.85;1211.14;10128.86;179.36;27661.09;16209.88;1596.03;16982.16;95.37
pgxl2;59;1444145846;59767.81;1196.55;7618.18;127.21;20936.67;16694.47;1077.95;16846.35;94.79
pgxl2;60;1444145906;89821.84;1607.47;12218.79;37.12;32151.79;22101.95;2512.07;23393.50;95.04
