Linux 3.16.0-38-generic (pgxl2) 	10/06/2015 	_x86_64_	(4 CPU)

11:16:19 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:17:19 AM     all     11.72      0.15      2.52      8.74      0.00     76.87
11:18:19 AM     all     85.44      0.04      9.16      4.84      0.00      0.52
11:19:19 AM     all     77.18      0.03      9.35     12.50      0.00      0.94
11:20:19 AM     all     88.59      0.02      8.93      2.04      0.00      0.42
11:21:19 AM     all     31.09      0.02      4.63     55.61      0.00      8.64
11:22:19 AM     all     53.40      0.04      7.98     31.82      0.00      6.76
11:23:19 AM     all     49.98      0.10      5.40     29.55      0.00     14.98
11:24:19 AM     all     62.39      0.02      6.11     20.69      0.00     10.80
11:25:19 AM     all     62.42      0.05      6.01     20.60      0.00     10.92
11:26:19 AM     all     48.19      0.03      8.22     21.46      0.00     22.10
11:27:19 AM     all     64.10      0.22      9.38      2.22      0.00     24.08
11:28:19 AM     all     91.78      0.10      7.97      0.11      0.00      0.04
11:29:19 AM     all     90.20      0.09      7.95      1.38      0.00      0.38
11:30:19 AM     all     91.01      0.02      6.04      2.12      0.00      0.81
