ctime,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted
1444145924.77993,0,0,0,0,0,0,0,0,0,0
1444145924.77993,0,0,0,0,0,0,0,0,0,0
1444145924.77993,0,88,0,193,4615,23148,2024,0,0,0
1444145924.77993,5,1046,7,951,128492,164406,75120,86676247,38,75394
1444145984.82871,0,0,0,0,0,0,0,0,0,0
1444145984.82871,0,0,0,0,0,0,0,0,0,0
1444145984.82871,0,90,0,198,4685,24150,2035,0,0,0
1444145984.82871,8,1269,10,1075,170451,194400,100840,86751588,47,150499
1444146044.84516,0,0,0,0,0,0,0,0,0,0
1444146044.84516,0,0,0,0,0,0,0,0,0,0
1444146044.84516,0,92,0,198,4760,25152,2046,0,0,0
1444146044.84516,4,1346,13,1078,182267,205019,107966,86826446,56,225249
1444146104.82384,0,0,0,0,0,0,0,0,0,0
1444146104.82384,0,0,0,0,0,0,0,0,0,0
1444146104.82384,0,94,0,198,4835,26154,2057,0,0,0
1444146104.82384,5,1415,15,1080,192124,214498,113591,86826467,63,225264
1444146164.82809,0,0,0,0,0,0,0,0,0,0
1444146164.82809,0,0,0,0,0,0,0,0,0,0
1444146164.82809,0,96,0,198,4910,27156,2068,0,0,0
1444146164.82809,4,1475,17,1080,200703,223086,118337,86826472,68,225264
1444146224.84617,0,0,0,0,0,0,0,0,0,0
1444146224.84617,0,0,0,0,0,0,0,0,0,0
1444146224.84617,0,98,0,198,4985,28158,2079,0,0,0
1444146224.84617,4,1542,17,1080,209633,232013,123415,86826495,74,225279
1444146284.81922,0,0,0,0,0,0,0,0,0,0
1444146284.81922,0,0,0,0,0,0,0,0,0,0
1444146284.81922,0,100,0,198,5060,29160,2090,0,0,0
1444146284.81922,3,1596,20,1080,217846,240997,128559,86826500,79,225279
1444146344.8482,0,0,0,0,0,0,0,0,0,0
1444146344.8482,0,0,0,0,0,0,0,0,0,0
1444146344.8482,0,102,0,198,5135,30162,2101,0,0,0
1444146344.8482,4,1667,22,1080,227398,250210,133926,86826506,85,225279
1444146404.85322,0,0,0,0,0,0,0,0,0,0
1444146404.85322,0,0,0,0,0,0,0,0,0,0
1444146404.85322,0,104,0,198,5210,31164,2112,0,0,0
1444146404.85322,4,1728,24,1080,235709,258888,138762,86826511,90,225279
