ctime,pid,usesysid,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
946684800,7315,10,pgxc,10.0.3.115,47244,2015-10-06 11:38:44.709064-04,2015-10-06 11:38:44.758809-04,2015-10-06 11:38:44.759206-04,f,COMMIT TRANSACTION,active,2015-10-06 11:38:44.760138-04
946684800,7318,10,psql,10.0.3.115,47269,2015-10-06 11:38:44.772039-04,,2015-10-06 11:38:44.775082-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, pid, usesysid, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",active,2015-10-06 11:38:44.775085-04
946684800,7317,10,psql,10.0.3.115,47265,2015-10-06 11:38:44.764412-04,,2015-10-06 11:38:44.767299-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV, HEADER);",active,2015-10-06 11:38:44.767303-04
946684800,7325,10,pgxc,10.0.3.117,59697,2015-10-06 11:39:15.864465-04,,2015-10-06 11:39:37.715511-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-10-06 11:39:37.728516-04
946684800,7330,10,pgxc,127.0.0.1,35187,2015-10-06 11:39:18.309059-04,,2015-10-06 11:39:24.48571-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-10-06 11:39:26.980376-04
946684800,7334,10,pgxc,10.0.3.115,47411,2015-10-06 11:39:23.484838-04,,,f,"",idle,2015-10-06 11:39:23.493919-04
946684800,7324,10,pgxc,10.0.3.115,47348,2015-10-06 11:39:12.697754-04,2015-10-06 11:39:38.572548-04,2015-10-06 11:39:38.57571-04,f,Remote Subplan,active,2015-10-06 11:39:38.580592-04
946684800,7326,10,pgxc,127.0.0.1,35165,2015-10-06 11:39:15.865246-04,,2015-10-06 11:39:26.952143-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-10-06 11:39:26.980727-04
946684800,7327,10,pgxc,10.0.3.117,59705,2015-10-06 11:39:15.881748-04,,2015-10-06 11:39:26.942811-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-10-06 11:39:26.981567-04
946684800,7328,10,pgxc,127.0.0.1,35174,2015-10-06 11:39:15.883383-04,,2015-10-06 11:39:37.72086-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-10-06 11:39:37.729242-04
946684800,7329,10,pgxc,10.0.3.115,47373,2015-10-06 11:39:16.441549-04,2015-10-06 11:39:18.297298-04,2015-10-06 11:39:18.313361-04,f,Remote Subplan,active,2015-10-06 11:39:18.317205-04
946684800,7331,10,pgxc,10.0.3.117,59721,2015-10-06 11:39:18.317625-04,,2015-10-06 11:39:24.477554-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-10-06 11:39:26.979935-04
946684800,7333,10,pgxc,10.0.3.115,47406,2015-10-06 11:39:23.453859-04,2015-10-06 11:39:32.304984-04,2015-10-06 11:39:32.307436-04,f,COPY public.lineitem FROM STDIN DELIMITER AS '|',active,2015-10-06 11:39:32.308131-04
946684800,7336,10,psql,10.0.3.115,47476,2015-10-06 11:39:44.768188-04,,2015-10-06 11:39:44.807416-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",active,2015-10-06 11:39:44.807421-04
946684800,7340,10,psql,10.0.3.115,47493,2015-10-06 11:39:44.791836-04,,2015-10-06 11:39:44.818062-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);",active,2015-10-06 11:39:44.818064-04
946684800,7337,10,psql,10.0.3.115,47489,2015-10-06 11:39:44.791601-04,,2015-10-06 11:39:44.809431-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);",active,2015-10-06 11:39:44.809434-04
946684800,7338,10,psql,10.0.3.115,47491,2015-10-06 11:39:44.792141-04,,2015-10-06 11:39:44.817797-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);",active,2015-10-06 11:39:44.817799-04
946684800,7339,10,psql,10.0.3.115,47492,2015-10-06 11:39:44.792703-04,,2015-10-06 11:39:44.817578-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, pid, usesysid, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",active,2015-10-06 11:39:44.817581-04
946684800,7325,10,pgxc,10.0.3.117,59697,2015-10-06 11:39:15.864465-04,2015-10-06 11:40:38.00133-04,2015-10-06 11:40:44.705868-04,f,Remote Subplan,active,2015-10-06 11:40:44.717349-04
946684800,7330,10,pgxc,127.0.0.1,35187,2015-10-06 11:39:18.309059-04,2015-10-06 11:40:41.359187-04,2015-10-06 11:40:44.432357-04,f,Remote Subplan,active,2015-10-06 11:40:44.492693-04
946684800,7351,10,psql,10.0.3.115,47575,2015-10-06 11:40:44.780305-04,,2015-10-06 11:40:44.796671-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",idle,2015-10-06 11:40:44.829722-04
946684800,7324,10,pgxc,10.0.3.115,47348,2015-10-06 11:39:12.697754-04,2015-10-06 11:40:38.00133-04,2015-10-06 11:40:38.008506-04,f,Remote Subplan,active,2015-10-06 11:40:38.014036-04
946684800,7326,10,pgxc,127.0.0.1,35165,2015-10-06 11:39:15.865246-04,2015-10-06 11:40:38.00133-04,2015-10-06 11:40:44.773698-04,f,Remote Subplan,active,2015-10-06 11:40:44.801571-04
946684800,7327,10,pgxc,10.0.3.117,59705,2015-10-06 11:39:15.881748-04,2015-10-06 11:40:38.00133-04,2015-10-06 11:40:44.772481-04,f,Remote Subplan,active,2015-10-06 11:40:44.804455-04
946684800,7328,10,pgxc,127.0.0.1,35174,2015-10-06 11:39:15.883383-04,2015-10-06 11:40:38.00133-04,2015-10-06 11:40:44.697864-04,f,Remote Subplan,active,2015-10-06 11:40:44.709592-04
946684800,7347,10,pgxc,10.0.3.115,47533,2015-10-06 11:40:08.248175-04,2015-10-06 11:40:41.359187-04,2015-10-06 11:40:41.412417-04,f,Remote Subplan,active,2015-10-06 11:40:41.419884-04
946684800,7331,10,pgxc,10.0.3.117,59721,2015-10-06 11:39:18.317625-04,2015-10-06 11:40:41.359187-04,2015-10-06 11:40:44.469205-04,f,Remote Subplan,active,2015-10-06 11:40:44.539704-04
946684800,7353,10,psql,10.0.3.115,47579,2015-10-06 11:40:44.788596-04,,2015-10-06 11:40:44.81283-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);",active,2015-10-06 11:40:44.812834-04
946684800,7354,10,psql,10.0.3.115,47580,2015-10-06 11:40:44.787972-04,,2015-10-06 11:40:44.806328-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);",active,2015-10-06 11:40:44.80633-04
946684800,7352,10,psql,10.0.3.115,47577,2015-10-06 11:40:44.792519-04,,2015-10-06 11:40:44.824168-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, pid, usesysid, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",active,2015-10-06 11:40:44.824171-04
946684800,7355,10,pgxc,10.0.3.115,47607,2015-10-06 11:41:08.053893-04,2015-10-06 11:41:40.515837-04,2015-10-06 11:41:40.52489-04,f,Remote Subplan,active,2015-10-06 11:41:40.529075-04
946684800,7330,10,pgxc,127.0.0.1,35187,2015-10-06 11:39:18.309059-04,2015-10-06 11:41:40.515837-04,2015-10-06 11:41:40.819092-04,f,Remote Subplan,active,2015-10-06 11:41:40.831469-04
946684800,7357,10,pgxc,10.0.3.115,47619,2015-10-06 11:41:16.694061-04,2015-10-06 11:41:35.057811-04,2015-10-06 11:41:35.062118-04,f,Remote Subplan,active,2015-10-06 11:41:35.067181-04
946684800,7358,10,pgxc,10.0.3.117,59981,2015-10-06 11:41:40.593455-04,2015-10-06 11:41:40.515837-04,2015-10-06 11:41:41.034536-04,f,Remote Subplan,active,2015-10-06 11:41:41.149684-04
946684800,7326,10,pgxc,127.0.0.1,35165,2015-10-06 11:39:15.865246-04,2015-10-06 11:41:35.057811-04,2015-10-06 11:41:44.827956-04,f,Remote Subplan,active,2015-10-06 11:41:44.835459-04
946684800,7327,10,pgxc,10.0.3.117,59705,2015-10-06 11:39:15.881748-04,2015-10-06 11:41:35.057811-04,2015-10-06 11:41:44.829149-04,f,Remote Subplan,active,2015-10-06 11:41:44.836693-04
946684800,7361,10,psql,10.0.3.115,47655,2015-10-06 11:41:44.798513-04,,2015-10-06 11:41:44.81851-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);",active,2015-10-06 11:41:44.818512-04
946684800,7360,10,pgxc,127.0.0.1,35450,2015-10-06 11:41:40.599383-04,2015-10-06 11:41:40.515837-04,2015-10-06 11:41:41.029249-04,f,Remote Subplan,active,2015-10-06 11:41:41.138698-04
946684800,7331,10,pgxc,10.0.3.117,59721,2015-10-06 11:39:18.317625-04,2015-10-06 11:41:40.515837-04,2015-10-06 11:41:40.623315-04,f,Remote Subplan,active,2015-10-06 11:41:40.628955-04
