ctime,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,49,0,130,2870,15335,1260,0,0,0
946684800,6,852,0,8098928,2926312,327291589,29948,44074579,15,2
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,51,0,161,2914,16337,1271,0,0,0
946684800,8,924,0,8585973,4407383,330641576,2244982,44111963,16,2
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,53,0,192,2958,17339,1282,0,0,0
946684800,7,966,8,9008062,6485632,342517121,3502870,44111963,16,2
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,55,0,223,3002,18341,1293,0,0,0
946684800,10,1046,10,10169397,6631072,387576312,7937019,44111964,17,2
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,57,0,254,3046,19343,1304,0,0,0
946684800,11,1092,11,11515327,6967410,440751477,22218154,44111966,19,2
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,59,0,285,3090,20345,1315,0,0,0
946684800,11,1183,11,12947382,7870503,499788440,23230900,44111969,22,2
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,61,0,316,3134,21347,1326,0,0,0
946684800,11,1238,12,14051042,8266593,520185914,25973363,44111972,25,2
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,63,0,347,3178,22349,1337,0,0,0
946684800,9,1296,13,16066960,8341247,580684863,42677504,44111974,27,2
